title,link,published,summary
Why plant-based Opa is the hottest restaurant in Middle East and North Africa for 2023 - The World's 50 Best Restaurants,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LnRoZXdvcmxkczUwYmVzdC5jb20vc3Rvcmllcy9OZXdzL21lbmEtcmVzdGF1cmFudHMtb25lLXRvLXdhdGNoLW9wYS5odG1s0gEA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Why plant-based Opa is the hottest restaurant in Middle East and North Africa for 2023  The World's 50 Best Restaurants
"""Unorthodox"" Meets ""Broad City"" in New Israeli TV Show - Brandeis University",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmJyYW5kZWlzLmVkdS9qZXdpc2gtZXhwZXJpZW5jZS9pc3JhZWwtbWlkZGxlLWVhc3QvMjAyMy9qYW51YXJ5L2NoYW5zaGktaXNyYWVsLXR2Lmh0bWzSAQA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT","""Unorthodox"" Meets ""Broad City"" in New Israeli TV Show  Brandeis University"
UAE showcases Middle East leadership role - analysis - The Jerusalem Post,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9taWRkbGUtZWFzdC9hcnRpY2xlLTcyOTI4M9IBAA?oc=5,"Sun, 22 Jan 2023 08:00:00 GMT",UAE showcases Middle East leadership role - analysis  The Jerusalem Post
Water Wars: The Geopolitics of Resource Conflict in the Middle East - Geopoliticalmonitor.com,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3Lmdlb3BvbGl0aWNhbG1vbml0b3IuY29tL3dhdGVyLXdhcnMtdGhlLWdlb3BvbGl0aWNzLW9mLXJlc291cmNlLWNvbmZsaWN0LWluLXRoZS1taWRkbGUtZWFzdC_SAQA?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",Water Wars: The Geopolitics of Resource Conflict in the Middle East  Geopoliticalmonitor.com
ABB to unveil Cylon Smart Building Management System at Light Middle East 2023 - Renewable Energy Magazine,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJlbmV3YWJsZWVuZXJneW1hZ2F6aW5lLmNvbS9lbmVyZ3lfc2F2aW5nL2FiYi10by11bnZlaWwtY3lsb24tc21hcnQtYnVpbGRpbmctbWFuYWdlbWVudC0yMDIzMDExN9IBAA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT",ABB to unveil Cylon Smart Building Management System at Light Middle East 2023  Renewable Energy Magazine
Chinese Ambassador to Türkiye Liu Shaobin Gave a Lecture to Teachers and Students of Middle East Technical ... - mfa.gov.cn,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm1mYS5nb3YuY24vZW5nL3dqYl82NjMzMDQvendqZ182NjUzNDIvendiZF82NjUzNzgvMjAyMzAyL3QyMDIzMDIwOV8xMTAyMjU5OC5odG1s0gEA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT",Chinese Ambassador to Türkiye Liu Shaobin Gave a Lecture to Teachers and Students of Middle East Technical ...  mfa.gov.cn
Palestinian boy aged 14 shot dead by Israeli forces - Middle East Eye,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvcGFsZXN0aW5lLWlzcmFlbC10ZWVuLXNob3QtZGVhZNIBAA?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",Palestinian boy aged 14 shot dead by Israeli forces  Middle East Eye
Middle East primed to pounce when EU bans Russian diesel - Middle East Eye,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvbWlkZGxlLWVhc3Qtc3dlZXQtc3BvdC1haGVhZC1ydXNzaWFuLWltcG9ydC1iYW7SAQA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Middle East primed to pounce when EU bans Russian diesel  Middle East Eye
The World Looks at the Middle East—Cartoons - Washington Report on Middle East Affairs,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LndybWVhLm9yZy8yMDIzLWphbnVhcnktZmVicnVhcnkvdGhlLXdvcmxkLWxvb2tzLWF0LXRoZS1taWRkbGUtZWFzdC1jYXJ0b29ucy5odG1s0gEA?oc=5,"Sun, 22 Jan 2023 08:00:00 GMT",The World Looks at the Middle East—Cartoons  Washington Report on Middle East Affairs
Iraq: US dollar-smuggling crackdown leaves Baghdad struggling to pay wages - Middle East Eye,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXJhcS11c2Qtc211Z2dsaW5nLWNyYWNrZG93bi1nb3Zlcm5tZW50LXN0cnVnZ2xpbmctcGF5LXdhZ2Vz0gEA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",Iraq: US dollar-smuggling crackdown leaves Baghdad struggling to pay wages  Middle East Eye
North Korea's enigmatic role in the Middle East arms market - Middle East Eye,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3Mvbm9ydGgta29yZWEtZW5pZ21hdGljLXJvbGUtbWlkZGxlLWVhc3QtYXJtcy1tYXJrZXTSAQA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",North Korea's enigmatic role in the Middle East arms market  Middle East Eye
Israeli forces kill ninth Palestinian in a week - Middle East Eye,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsaS1mb3JjZXMta2lsbC1wYWxlc3Rpbmlhbi13ZWVr0gEA?oc=5,"Sun, 15 Jan 2023 08:00:00 GMT",Israeli forces kill ninth Palestinian in a week  Middle East Eye
World Court says it has received U.N. request for opinion on Israel occupation - Reuters.com,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L3dvcmxkLWNvdXJ0LXNheXMtaXQtaGFzLXJlY2VpdmVkLXVuLXJlcXVlc3Qtb3Bpbmlvbi1pc3JhZWwtb2NjdXBhdGlvbi0yMDIzLTAxLTIwL9IBAA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",World Court says it has received U.N. request for opinion on Israel occupation  Reuters.com
"Israeli forces remove West Bank settler outpost, riling rightists in government - Reuters.com",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS93b3JsZC9taWRkbGUtZWFzdC9pc3JhZWxpLWZvcmNlcy1yZW1vdmUtd2VzdC1iYW5rLXNldHRsZXItb3V0cG9zdC1yaWxpbmctcmlnaHRpc3RzLWdvdmVybm1lbnQtMjAyMy0wMS0yMC_SAQA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT","Israeli forces remove West Bank settler outpost, riling rightists in government  Reuters.com"
Barcelona moves to cancel sister city agreement with Tel Aviv - Middle East Eye,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLWJhcmNlbG9uYS1jYW5jZWwtc2lzdGVyLWNpdHktdGVsLWF2aXbSAQA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",Barcelona moves to cancel sister city agreement with Tel Aviv  Middle East Eye
Brain drain in Middle East countries entails an ignorance cost amounting to trillions of dollars - The Times of India,https://news.google.com/rss/articles/CBMirwFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS93b3JsZC9taWRkbGUtZWFzdC9icmFpbi1kcmFpbi1pbi1taWRkbGUtZWFzdC1jb3VudHJpZXMtZW50YWlscy1hbi1pZ25vcmFuY2UtY29zdC1hbW91bnRpbmctdG8tdHJpbGxpb25zLW9mLWRvbGxhcnMvYXJ0aWNsZXNob3cvOTcwMjcxOTEuY21z0gGzAWh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2JyYWluLWRyYWluLWluLW1pZGRsZS1lYXN0LWNvdW50cmllcy1lbnRhaWxzLWFuLWlnbm9yYW5jZS1jb3N0LWFtb3VudGluZy10by10cmlsbGlvbnMtb2YtZG9sbGFycy9hbXBfYXJ0aWNsZXNob3cvOTcwMjcxOTEuY21z?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",Brain drain in Middle East countries entails an ignorance cost amounting to trillions of dollars  The Times of India
Israel's acceptance into US visa waiver programme tied to 'reciprocity' - Middle East Eye,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVscy1hY2NlcHRhbmNlLXVzLXZpc2Etd2FpdmVyLXByb2dyYW1tZS10aWVkLXJlY2lwcm9jaXR50gEA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Israel's acceptance into US visa waiver programme tied to 'reciprocity'  Middle East Eye
Palestine factions condemn daily Israeli execution of Palestinians - Middle East Monitor,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDExNi1wYWxlc3RpbmUtZmFjdGlvbnMtY29uZGVtbi1kYWlseS1pc3JhZWxpLWV4ZWN1dGlvbi1vZi1wYWxlc3RpbmlhbnMv0gFyaHR0cHM6Ly93d3cubWlkZGxlZWFzdG1vbml0b3IuY29tLzIwMjMwMTE2LXBhbGVzdGluZS1mYWN0aW9ucy1jb25kZW1uLWRhaWx5LWlzcmFlbGktZXhlY3V0aW9uLW9mLXBhbGVzdGluaWFucy9hbXAv?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",Palestine factions condemn daily Israeli execution of Palestinians  Middle East Monitor
Saudi Arabia open to trading in currencies besides the US dollar - Middle East Eye,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3Mvc2F1ZGktYXJhYmlhLW9wZW4tdHJhZGluZy1jdXJyZW5jaWVzLWJlc2lkZXMtdXMtZG9sbGFy0gEA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT",Saudi Arabia open to trading in currencies besides the US dollar  Middle East Eye
PA hails Saudi stance on normalisation with Israel - Middle East Monitor,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDEyMS1wYS1oYWlscy1zYXVkaS1zdGFuY2Utb24tbm9ybWFsaXNhdGlvbi13aXRoLWlzcmFlbC_SAWJodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzAxMjEtcGEtaGFpbHMtc2F1ZGktc3RhbmNlLW9uLW5vcm1hbGlzYXRpb24td2l0aC1pc3JhZWwvYW1wLw?oc=5,"Sat, 21 Jan 2023 08:00:00 GMT",PA hails Saudi stance on normalisation with Israel  Middle East Monitor
Japan seeks Israel cooperation on two-state solution - Middle East Monitor,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDEyMC1qYXBhbi1zZWVrcy1pc3JhZWwtY29vcGVyYXRpb24tb24tdHdvLXN0YXRlLXNvbHV0aW9uL9IBZGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDEyMC1qYXBhbi1zZWVrcy1pc3JhZWwtY29vcGVyYXRpb24tb24tdHdvLXN0YXRlLXNvbHV0aW9uL2FtcC8?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",Japan seeks Israel cooperation on two-state solution  Middle East Monitor
Israel has been an LGBTQ haven in the Middle East. Its new government could change that. - JTA News - Jewish Telegraphic Agency,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3Lmp0YS5vcmcvMjAyMy8wMS8xNy9wb2xpdGljcy9pc3JhZWwtaGFzLWJlZW4tYW4tbGdidHEtaGF2ZW4taW4tdGhlLW1pZGRsZS1lYXN0LWl0cy1uZXctZ292ZXJubWVudC1jb3VsZC1jaGFuZ2UtdGhhdNIBAA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT",Israel has been an LGBTQ haven in the Middle East. Its new government could change that.  JTA News - Jewish Telegraphic Agency
Enes Kanter Freedom: We must prioritize human rights in the Middle East - Fox Business,https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS92aWRlby82MzE4OTIyMTkzMTEy0gEA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Enes Kanter Freedom: We must prioritize human rights in the Middle East  Fox Business
Harvard backtracks and offers ex-HRW chief fellowship - Middle East Eye,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaGFydmFyZC1iYWNrdHJhY2tzLW9mZmVycy1leC1ocnctY2hpZWYtZmVsbG93c2hpcC1wb3NpdGlvbtIBAA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Harvard backtracks and offers ex-HRW chief fellowship  Middle East Eye
Israeli police 'block' Jordanian envoy from entering Al-Aqsa Mosque - Middle East Eye,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLWFxc2EtbW9zcXVlLXBvbGljZS1ibG9jay1qb3JkYW4tZW52b3nSAQA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT",Israeli police 'block' Jordanian envoy from entering Al-Aqsa Mosque  Middle East Eye
Iraqi PM backs indefinite US troop presence in country: Report - Middle East Eye,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXJhcWktcG0tYmFja3MtaW5kZWZpbml0ZS11cy10cm9vcC1wcmVzZW5jZS1jb3VudHJ5LXJlcG9ydNIBAA?oc=5,"Sun, 15 Jan 2023 08:00:00 GMT",Iraqi PM backs indefinite US troop presence in country: Report  Middle East Eye
Palestine: Quds Brigades confront Israeli military incursion in Nablus - Middle East Monitor,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDExOS1wYWxlc3RpbmUtcXVkcy1icmlnYWRlcy1jb25mcm9udC1pc3JhZWxpLW1pbGl0YXJ5LWluY3Vyc2lvbi1pbi1uYWJsdXMv0gF1aHR0cHM6Ly93d3cubWlkZGxlZWFzdG1vbml0b3IuY29tLzIwMjMwMTE5LXBhbGVzdGluZS1xdWRzLWJyaWdhZGVzLWNvbmZyb250LWlzcmFlbGktbWlsaXRhcnktaW5jdXJzaW9uLWluLW5hYmx1cy9hbXAv?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Palestine: Quds Brigades confront Israeli military incursion in Nablus  Middle East Monitor
Can Language Be a Bridge for Peace in the Middle East? - Morocco World News,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3Lm1vcm9jY293b3JsZG5ld3MuY29tLzIwMjMvMDEvMzUzNjU4L2Nhbi1sYW5ndWFnZS1iZS1hLWJyaWRnZS1mb3ItcGVhY2UtaW4tdGhlLW1pZGRsZS1lYXN00gEA?oc=5,"Sun, 22 Jan 2023 08:00:00 GMT",Can Language Be a Bridge for Peace in the Middle East?  Morocco World News
The Ongoing Fight to End Violence Against Women in Kuwait - blogs.lse.ac.uk,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vYmxvZ3MubHNlLmFjLnVrL21lYy8yMDIzLzAxLzIwL3RoZS1vbmdvaW5nLWZpZ2h0LXRvLWVuZC12aW9sZW5jZS1hZ2FpbnN0LXdvbWVuLWluLWt1d2FpdC_SAQA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",The Ongoing Fight to End Violence Against Women in Kuwait  blogs.lse.ac.uk
Drone wars and the rise of Iran's military-industrial complex - Middle East Eye,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vaXJhbi1kcm9uZS13YXJzLW1pbGl0YXJ5LWluZHVzdHJpYWwtY29tcGxleC1yaXNl0gEA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Drone wars and the rise of Iran's military-industrial complex  Middle East Eye
Occupation Forces demolish 15 businesses in Hizma - Middle East Monitor,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDExNi1pc3JhZWwtYXJteS1kZW1vbGlzaGVzLTE4LXBhbGVzdGluaWFuLW93bmVkLXN0cnVjdHVyZXMv0gFmaHR0cHM6Ly93d3cubWlkZGxlZWFzdG1vbml0b3IuY29tLzIwMjMwMTE2LWlzcmFlbC1hcm15LWRlbW9saXNoZXMtMTgtcGFsZXN0aW5pYW4tb3duZWQtc3RydWN0dXJlcy9hbXAv?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",Occupation Forces demolish 15 businesses in Hizma  Middle East Monitor
Moroccan students return to China as zero Covid policies end - Middle East Eye,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvY2hpbmEtbW9yb2Njby1zdHVkZW50cy1yZXR1cm4temVyby1jb3ZpZC1wb2xpY2llcy1lbmTSAQA?oc=5,"Sun, 22 Jan 2023 08:00:00 GMT",Moroccan students return to China as zero Covid policies end  Middle East Eye
Israel settlers set up new outpost in Occupied West Bank - Middle East Monitor,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDEyMC1pc3JhZWwtc2V0dGxlcnMtc2V0LXVwLW5ldy1vdXRwb3N0LWluLW9jY3VwaWVkLXdlc3QtYmFuay_SAWhodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzAxMjAtaXNyYWVsLXNldHRsZXJzLXNldC11cC1uZXctb3V0cG9zdC1pbi1vY2N1cGllZC13ZXN0LWJhbmsvYW1wLw?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT",Israel settlers set up new outpost in Occupied West Bank  Middle East Monitor
Giant Middle East Funds Seek New Kinds of Trophy Assets - Bloomberg,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9uZXdzbGV0dGVycy8yMDIzLTAxLTE4L2dpYW50LW1pZGRsZS1lYXN0LWZ1bmRzLXNlZWstbmV3LWtpbmRzLW9mLXRyb3BoeS1hc3NldHPSAQA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Giant Middle East Funds Seek New Kinds of Trophy Assets  Bloomberg
"Turkey exploring massive UK arms deal involving planes, ships and tank engines - Middle East Eye",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvdHVya2V5LXVrLW1hc3NpdmUtYXJtcy1kZWFsLXBsYW5lcy1zaGlwcy10YW5rLWVuZ2luZXPSAQA?oc=5,"Fri, 20 Jan 2023 08:00:00 GMT","Turkey exploring massive UK arms deal involving planes, ships and tank engines  Middle East Eye"
Tens of thousands of Israelis protest against Netanyahu justice plans - Middle East Eye,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsaXMtbmV0YW55YWh1LXByb3Rlc3QtdGVucy10aG91c2FuZHMtanVzdGljZS1wbGFuc9IBAA?oc=5,"Sat, 21 Jan 2023 08:00:00 GMT",Tens of thousands of Israelis protest against Netanyahu justice plans  Middle East Eye
"Whirlpool partners Arcelik in Europe, quits MidEast and Africa - Reuters.com",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZGVhbHMvd2hpcmxwb29sLXBhcnRuZXJzLWFyY2VsaWstZXVyb3BlLXF1aXRzLW1pZGVhc3QtYWZyaWNhLTIwMjMtMDEtMTcv0gEA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT","Whirlpool partners Arcelik in Europe, quits MidEast and Africa  Reuters.com"
Shell starts gas production from prolific Middle East onshore asset - Upstream Online,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnVwc3RyZWFtb25saW5lLmNvbS9wcm9kdWN0aW9uL3NoZWxsLXN0YXJ0cy1nYXMtcHJvZHVjdGlvbi1mcm9tLXByb2xpZmljLW1pZGRsZS1lYXN0LW9uc2hvcmUtYXNzZXQvMi0xLTEzOTEwMjXSAQA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Shell starts gas production from prolific Middle East onshore asset  Upstream Online
Negative trends prevail in Occupied Palestinian Territory; human toll 'devastating': Senior UN Official - UN News,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyMy8wMS8xMTMyNTg30gEA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Negative trends prevail in Occupied Palestinian Territory; human toll 'devastating': Senior UN Official  UN News
In pictures: Yemeni coffee farmers gather for harvest season - Middle East Eye,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L2Rpc2NvdmVyL3llbWVuLWNvZmZlZS1mYXJtZXJzLWdhdGhlci1oYXJ2ZXN0aW5nLXNlYXNvbtIBAA?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",In pictures: Yemeni coffee farmers gather for harvest season  Middle East Eye
Palestinian teacher shot while giving first aid to militant - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NDMzMDA1MdIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NDMzMDA1MS5hbXA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Palestinian teacher shot while giving first aid to militant  BBC.com
Jeep Grand Wagoneer Debuts in the Middle East With High-Output Hurricane I6 Mill - autoevolution,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmF1dG9ldm9sdXRpb24uY29tL25ld3MvamVlcC1ncmFuZC13YWdvbmVlci1kZWJ1dHMtaW4tdGhlLW1pZGRsZS1lYXN0LXdpdGgtaGlnaC1vdXRwdXQtaHVycmljYW5lLWk2LW1pbGwtMjA4NzM0Lmh0bWzSAQA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT",Jeep Grand Wagoneer Debuts in the Middle East With High-Output Hurricane I6 Mill  autoevolution
"Canada's military pulling back in Middle East as European, domestic needs rise | Globalnews.ca - Global News",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vZ2xvYmFsbmV3cy5jYS9uZXdzLzk0MjIxNzMvY2FuYWRpYW4tbWlsaXRhcnktdWtyYWluZS1ydXNzaWEtbWlkZGxlLWVhc3Qv0gEA?oc=5,"Thu, 19 Jan 2023 08:00:00 GMT","Canada's military pulling back in Middle East as European, domestic needs rise | Globalnews.ca  Global News"
Tourism sector in Middle East set to hit pre-pandemic level in 2023: UNWTO - Arab News,https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LmFyYWJuZXdzLmNvbS9ub2RlLzIyMzQ2MDYvYnVzaW5lc3MtZWNvbm9tedIBAA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Tourism sector in Middle East set to hit pre-pandemic level in 2023: UNWTO  Arab News
"Despair, fear, repression: Sisi is driving Egypt toward disaster - Middle East Eye",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vZWd5cHQtc2lzaS1kZXNwYWlyLWZlYXItcmVwcmVzc2lvbi1kcml2aW5nLWRpc2FzdGVy0gEA?oc=5,"Tue, 17 Jan 2023 08:00:00 GMT","Despair, fear, repression: Sisi is driving Egypt toward disaster  Middle East Eye"
Mandela's grandson faces racist abuse over Western Sahara solidarity - Middle East Eye,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvbWFuZGVsYS1ncmFuZHNvbi1yYWNpc3QtYWJ1c2Utd2VzdGVybi1zYWhhcmEtc29saWRhcml0edIBAA?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",Mandela's grandson faces racist abuse over Western Sahara solidarity  Middle East Eye
Peet's Coffee opens first coffeebar in Middle East - Verdict Foodservice,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LnZlcmRpY3Rmb29kc2VydmljZS5jb20vbmV3cy9wZWV0cy1jb2ZmZWUtbWlkZGxlLWVhc3Qv0gEA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Peet's Coffee opens first coffeebar in Middle East  Verdict Foodservice
The Political Dimension of Morocco's Success in the World Cup - blogs.lse.ac.uk,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vYmxvZ3MubHNlLmFjLnVrL21lYy8yMDIzLzAxLzE2L3RoZS1wb2xpdGljYWwtZGltZW5zaW9uLW9mLW1vcm9jY29zLXN1Y2Nlc3MtaW4tdGhlLXdvcmxkLWN1cC_SAQA?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",The Political Dimension of Morocco's Success in the World Cup  blogs.lse.ac.uk
FTI adds three senior managing directors to Middle East team - Consultancy-me.com,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNvbnN1bHRhbmN5LW1lLmNvbS9uZXdzLzU1NTQvZnRpLWFkZHMtdGhyZWUtc2VuaW9yLW1hbmFnaW5nLWRpcmVjdG9ycy10by1taWRkbGUtZWFzdC10ZWFt0gFpaHR0cHM6Ly93d3cuY29uc3VsdGFuY3ktbWUuY29tL25ld3MvYW1wLzU1NTQvZnRpLWFkZHMtdGhyZWUtc2VuaW9yLW1hbmFnaW5nLWRpcmVjdG9ycy10by1taWRkbGUtZWFzdC10ZWFt?oc=5,"Mon, 16 Jan 2023 08:00:00 GMT",FTI adds three senior managing directors to Middle East team  Consultancy-me.com
Etisalat by E&: Strongest brand in the Middle East - brandfinance.com,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vYnJhbmRmaW5hbmNlLmNvbS9pbnNpZ2h0cy9lLXN0cm9uZ2VzdC1icmFuZC1pbi10aGUtbWlkZGxlLWVhc3QtcmVnaW9u0gEA?oc=5,"Wed, 18 Jan 2023 08:00:00 GMT",Etisalat by E&: Strongest brand in the Middle East  brandfinance.com
"Ian Black, former Guardian Middle East editor, dies aged 69 - The Guardian",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9tZWRpYS8yMDIzL2phbi8yMi9pYW4tYmxhY2stZm9ybWVyLWd1YXJkaWFuLW1pZGRsZS1lYXN0LWVkaXRvci1kaWVz0gFfaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL21lZGlhLzIwMjMvamFuLzIyL2lhbi1ibGFjay1mb3JtZXItZ3VhcmRpYW4tbWlkZGxlLWVhc3QtZWRpdG9yLWRpZXM?oc=5,"Sun, 22 Jan 2023 08:00:00 GMT","Ian Black, former Guardian Middle East editor, dies aged 69  The Guardian"
